card_id,name,set,pack,image_url,lowest_price,market_price,highest_price
3579dd8f-b672-4de1-967f-5e24e278a536,Croagunk,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-165-croagunk.jpg,0.01,0.03,2.99
d9e6c044-3833-4060-8a33-64d27fea047e,Toxicroak,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-166-toxicroak.jpg,0.04,0.06,19.98
31d08ad4-fd1f-42e6-b646-50a4c09f3b0c,Darkrai,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-167-darkrai.jpg,0.01,0.2,18.1
3c3872a3-612a-4e3b-b181-feba5502daac,Trubbish,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-168-trubbish.jpg,0.02,0.09,2.99
afc59ff5-01c3-4a32-875c-aba2f2581e55,Garbodor,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-169-garbodor.jpg,0.03,0.18,19.86
5a7ff997-6d9c-401b-9f4a-77fba5c7fbde,Zorua,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-170-zorua.jpg,0.01,0.09,20.0
5e18c880-0478-4ba6-bcfb-c591e1c30fa5,Zoroark,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-171-zoroark.jpg,0.01,0.12,19.98
59261436-7b84-45d4-abea-fa08bd832f51,Vullaby,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-172-vullaby.jpg,0.01,0.06,2.99
88c118be-e7e8-46d7-b349-445448a5692f,Mandibuzz,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-173-mandibuzz.jpg,0.02,0.12,19.98
702a311e-ef2d-49ed-a4c6-4349221d553a,Pangoro,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-174-pangoro.jpg,0.01,0.07,2.99
67b302b1-a351-4e71-9de0-443b6810db90,Yveltal,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-175-yveltal.jpg,0.05,0.1,8.33
db760180-e7d8-4aae-a035-4612a61f5b4d,Impidimp,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-176-impidimp.jpg,0.01,0.13,19.98
4c8f38af-42d5-42a3-92cf-31ae3681d0e1,Morgrem,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-177-morgrem.jpg,0.01,0.1,2.99
03b6737e-8814-48ad-93cf-7715bf42e168,Grimmsnarl,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-178-grimmsnarl.jpg,0.04,0.24,25.0
467a50bb-36b4-4f99-b3e9-02934d0e9b04,Morpeko,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-179-morpeko.jpg,0.01,0.16,35.0
f72a315e-14bb-407f-b5d5-91d7f1ddd61a,Galarian Meowth,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-180-galarian_meowth.jpg,0.01,0.14,19.98
a6b727a8-bb5d-46d6-a815-0369a1b2dc51,Galarian Perrserker,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-181-galarian_perrserker.jpg,0.01,0.14,18.1
f683cf29-3e1d-424a-914a-b46ba64c913c,Skarmory,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-182-skarmory.jpg,0.01,0.04,2.99
e202a2ed-d4b3-4304-a3e5-63441bc506c7,Excadrill,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-183-excadrill.jpg,0.01,0.05,19.98
53ab21fa-9a23-4d7f-b38a-1ad18b523c26,Durant,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-184-durant.jpg,0.01,0.09,19.98
81fefc37-5222-44a8-aefc-19d01f65c883,Genesect V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-185-genesect_v.jpg,0.38,0.83,80.0
ba5fae04-9a83-4207-8182-45fab2f3366f,Klefki,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-186-klefki.jpg,0.01,0.06,2.99
dad1ca72-fade-4ef2-bb3c-df15579ffda1,Togedemaru,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-187-togedemaru.jpg,0.01,0.14,2.99
2f2d2b07-214b-4e6a-ba19-cd8d707c5bfa,Meltan,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-188-meltan.jpg,0.01,0.2,19.98
10285fe2-3c1e-4933-abaa-64ce192bdd62,Melmetal,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-189-melmetal.jpg,0.01,0.17,18.4
01c0e994-327a-479e-8f61-aabbee40a3ab,Corviknight,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-190-corviknight.jpg,0.05,0.11,18.54
fa56f988-72b0-4529-8e34-f23674941173,Cufant,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-191-cufant.jpg,0.01,0.04,2.34
9efc0c69-404e-4cb8-a653-45c6a2597d6b,Copperajah,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-192-copperajah.jpg,0.01,0.07,2.99
db607dbe-c3b0-43a6-a715-faadb78e4b3d,Latias,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-193-latias.jpg,0.09,0.24,4.9
3dda8aeb-c322-42bc-a87c-8b0d504c1b9a,Latios,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-194-latios.jpg,0.04,0.08,4.9
264b0729-5e56-4b9b-976f-fbe4db8c2557,Goomy,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-195-goomy.jpg,0.01,0.1,19.98
6cc7f842-e6fd-4dbe-979d-209eb958eb7a,Sliggoo,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-196-sliggoo.jpg,0.01,0.12,2.99
17c05a8a-5e8c-4eb8-8e5a-3d1410385c66,Goodra,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-197-goodra.jpg,0.05,0.35,5.13
3a7768a8-375e-4c0e-85b9-1f49dfd592c5,Turtonator,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-198-turtonator.jpg,0.01,0.11,2.99
d64afec2-33d6-4318-ae16-0ef4879f0ff3,Meowth,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-199-meowth.jpg,0.01,0.13,20.0
f73d6967-3819-4d72-bc31-47e009db282a,Persian,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-200-persian.jpg,0.01,0.19,2.99
d80c8018-8420-4d2e-b49a-231e1e0b3bab,Dodrio V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-201-dodrio_v.jpg,0.5,0.91,19.99
039aa174-1dc8-4653-ae0e-2b54268e6a94,Chansey,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-202-chansey.jpg,0.02,0.16,18.86
8b19cbc2-1445-4a2a-a560-eacddb1a8c53,Blissey,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-203-blissey.jpg,0.01,0.24,1.5
bba8c490-81e9-4244-a6ab-1049d5993c45,Kangaskhan,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-204-kangaskhan.jpg,0.01,0.25,5.03
010dc9cc-d4ec-4665-a827-7b0727931cad,Eevee,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-205-eevee.jpg,0.01,0.12,20.0
d7390c15-72d0-4553-8f57-fc172faf1905,Snorlax,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-206-snorlax.jpg,0.02,0.24,4.75
8e56a0d6-7dc3-4d6f-89e2-a2793a924010,Dunsparce,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-207-dunsparce.jpg,0.01,0.05,19.98
4c612821-4fab-4d75-b252-e1214436de0c,Stantler,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-208-stantler.jpg,0.01,0.17,2.26
2e2594ea-ba5c-4df4-96a8-873981ff2127,Smeargle,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-209-smeargle.jpg,0.01,0.08,20.0
88ea77f3-86fc-422b-b951-dffafed59ca2,Skitty,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-210-skitty.jpg,0.01,0.17,2.99
9c56c5b5-e67a-4c88-9b62-dea84770dab6,Delcatty,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-211-delcatty.jpg,0.01,0.18,2.99
3a5d9405-ef0b-40b5-a63f-130440210bc2,Buneary,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-212-buneary.jpg,0.01,0.12,3.15
a9a717a9-2bbd-49db-ba63-adcfb71411b3,Lopunny,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-213-lopunny.jpg,0.01,0.08,2.0
805826ef-e423-4dda-9cbe-00361c17d26a,Bunnelby,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-214-bunnelby.jpg,0.01,0.07,19.98
3a414f6a-d37d-4de5-9146-ed89e998a106,Diggersby,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-215-diggersby.jpg,0.01,0.1,20.0
6d00bb77-04c7-433a-973b-b307cb052164,Hawlucha,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-216-hawlucha.jpg,0.01,0.15,19.78
b83eb053-dda4-413a-a009-b156388be5d8,Greedent V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-217-greedent_v.jpg,0.49,0.93,19.6
a6f6cc04-a0c7-48c6-8560-6757112e54be,Greedent VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-218-greedent_vmax.jpg,0.8,1.47,49.99
f250fa48-5b43-4c24-8a7f-adca231b9fe8,Rookidee,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-219-rookidee.jpg,0.01,0.06,2.99
5ffc0f4d-be04-4e7d-92f7-20982ba381aa,Corvisquire,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-220-corvisquire.jpg,0.01,0.08,19.98
61f25110-7147-499d-82e3-b8305be20705,Wooloo,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-221-wooloo.jpg,0.01,0.18,20.0
0f3b14e3-90fd-4de7-8d30-c2fde5f3d011,Wooloo,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-222-wooloo.jpg,0.01,0.15,2.99
1b8c678e-200e-468a-bd9b-ed14a526cd54,Dubwool,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-223-dubwool.jpg,0.01,0.11,19.98
cd2c02a4-6c23-4854-a681-106b0a184614,Adventurer’s Discovery,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-224-adventurers_discovery.jpg,0.01,0.12,19.98
5a7d5ba7-d6ca-4df8-b82a-8dd09842384c,Battle VIP Pass,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-225-battle_vip_pass.jpg,0.05,0.24,3.31
3f93c3b6-8af9-42e0-ad99-717b0ae5dae0,Bug Catcher,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-226-bug_catcher.jpg,0.01,0.06,19.98
32da5c0a-a85e-4def-b4c0-4c9f7c30afed,Chili & Cilan & Cress,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-227-chili_cilan_cress.jpg,0.01,0.26,19.98
50788b96-fc29-41aa-a0c2-b9ba1c9e40ea,Cook,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-228-cook.jpg,0.01,0.15,19.98
5437ba6f-90c4-4f53-ba18-44e206f0b016,Cram-o-matic,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-229-cram_o_matic.jpg,0.01,0.09,19.78
28f26cd0-0be0-41c7-92a2-aade3beb1684,Cross Switcher,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-230-cross_switcher.jpg,0.01,0.17,5.17
07202440-be41-41e9-84eb-6092ec89b220,Crossceiver,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-231-crossceiver.jpg,0.01,0.05,2.99
166f1e45-25ef-4520-8e9f-360d73f97f32,Dancer,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-232-dancer.jpg,0.01,0.04,19.98
16b21f94-ca5d-4717-9065-d170018e9967,Elesa’s Sparkle,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-233-elesas_sparkle.jpg,0.01,0.05,4.9
4b50d1e5-5ad3-45d0-a3b0-89c9d091c102,Farewell Bell,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-234-farewell_bell.jpg,0.01,0.06,2.99
fb74915d-2cad-43d1-b483-050b0342b056,Judge,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-235-judge.jpg,0.03,0.25,19.92
cb99c1ab-f794-426d-a227-e233c822ef03,Power Tablet,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-236-power_tablet.jpg,0.01,0.13,2.99
e9abfafa-d37d-4559-b156-5f2eb9fe5aa7,Quick Ball,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-237-quick_ball.jpg,0.04,0.18,99.0
e84d1095-800b-43cb-8b2b-3479618b58a5,Schoolboy,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-238-schoolboy.jpg,0.01,0.13,19.98
c1e210ed-5096-4552-945d-dafeefe94b5a,Schoolgirl,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-239-schoolgirl.jpg,0.01,0.04,17.32
5362659e-de36-4bf2-a634-ca000c5341c0,Shauna,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-240-shauna.jpg,0.01,0.08,5.08
0fd9ddaa-fa80-4174-b7d2-23f1b484ea68,Sidney,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-241-sidney.jpg,0.01,0.03,19.98
61476f83-f60b-4d64-85cc-997a1c6f2380,Skaters’ Park,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-242-skaters_park.jpg,0.01,0.05,19.98
4ae52348-052d-4b86-be64-73db7185d296,Spongy Gloves,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-243-spongy_gloves.jpg,0.01,0.06,19.98
355fb9f3-2f89-4ea7-8718-7a5a97e43adc,Fusion Strike Energy,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-244-fusion_strike_energy.jpg,0.01,0.15,19.98
ed05e697-72a0-42ba-9599-cefaf06a0b76,Celebi V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-245-celebi_v.jpg,75.0,93.53,369.0
709d5e52-7912-417e-8f51-e55f367576f8,Tsareena V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-246-tsareena_v.jpg,1.0,1.71,9.99
501d7d38-b69d-4bd2-9b51-8858faa07429,Chandelure V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-247-chandelure_v.jpg,2.2,3.18,20.0
f5d6f3f5-aaf4-4772-9be7-bc4fc79af7e8,Crabominable V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-248-crabominable_v.jpg,0.75,1.4,9.99
c1cc33e9-fc8f-4891-8340-c1a173c70324,Boltund V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-249-boltund_v.jpg,1.55,2.66,39.99
ec0db4b3-f70e-46c9-8aa4-bb9f23cf8be3,Mew V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-250-mew_v.jpg,35.84,38.3,162.99
05948a92-b2c7-4e08-b11a-dea39aa995dd,Mew V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-251-mew_v.jpg,87.02,116.4,798.88
34c90f7b-710c-4f1a-832d-e08dd33f7b1b,Sandaconda V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-252-sandaconda_v.jpg,5.0,6.38,31.8
edebd815-c819-4493-9544-ec58b8062cb3,Hoopa V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-253-hoopa_v.jpg,1.0,2.26,29.99
db1a1c40-65c9-4e74-9584-330ab268d127,Genesect V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-254-genesect_v.jpg,2.68,3.89,40.17
c569fe2a-a400-4c3c-9dde-66c3c944dbfe,Genesect V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-255-genesect_v.jpg,24.26,31.66,256.11
2dad394c-6a8c-4cdc-b685-2745ae67d0d2,Greedent V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-256-greedent_v.jpg,1.0,2.18,100.0
ff045aab-7fad-4ac6-94e5-78b7d381e800,Greedent V,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-257-greedent_v.jpg,12.96,15.42,124.69
c2886c5b-9a80-4479-ac51-37dfc6ba206c,Chili & Cilan & Cress,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-258-chili_cilan_cress.jpg,1.25,1.83,12.95
1f21c5a7-25b0-49bd-98d2-cbbb066da08c,Dancer,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-259-dancer.jpg,0.99,1.5,35.0
daddf34d-d350-4364-b9c2-0532844cd84e,Elesa’s Sparkle,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-260-elesas_sparkle.jpg,3.2,4.29,20.0
3531b4aa-c7ac-46b7-88b0-8cf049b2a21b,Schoolboy,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-261-schoolboy.jpg,1.0,1.67,26.74
688a1efd-07ca-46af-a29a-6eb70366ceca,Schoolgirl,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-262-schoolgirl.jpg,1.47,2.08,20.0
63b91e83-3260-4514-8eeb-605a215195b7,Shauna,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-263-shauna.jpg,2.99,3.7,499.99
2a9b2245-2294-45f7-93fd-a24d5d444966,Sidney,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-264-sidney.jpg,0.54,1.19,29.95
9531e342-434d-400e-b9b2-4a4fb809966f,Chandelure VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-265-chandelure_vmax.jpg,7.0,8.62,200.0
95bcf9ac-73cf-42ab-bad3-cb578bf867df,Inteleon VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-266-inteleon_vmax.jpg,26.33,28.92,144.6
9c1d3412-521b-441f-a755-faa7b63502c8,Boltund VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-267-boltund_vmax.jpg,6.19,7.16,49.99
61f6dfbd-ef99-4c94-a766-a060dc00e645,Mew VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-268-mew_vmax.jpg,70.33,109.55,563.08
64aede7c-410f-4c90-a76f-49b6efa70a1e,Mew VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-269-mew_vmax.jpg,215.99,268.39,1463.0
747e57ae-6cb5-40e4-9a6b-d394e1d8bbe0,Espeon VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-270-espeon_vmax.jpg,328.0,340.02,609.27
7efe08a3-069d-4455-ad56-74cf0ea41a12,Gengar VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-271-gengar_vmax.jpg,809.69,990.02,4950.1
06b42b88-04c5-4408-a9e6-c8859022c5dc,Greedent VMAX,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-272-greedent_vmax.jpg,6.64,8.35,65.1
ab3d1d69-924b-47d5-bb0f-1c381389ba2d,Chili & Cilan & Cress,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-273-chili_cilan_cress.jpg,2.7,4.16,46.52
7c0c69f9-ecb9-4a4d-8d00-8e9aa8b03fa8,Dancer,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-274-dancer.jpg,3.14,3.75,1000.0
8e26960a-0586-463e-a08d-6f9e65cbd1e6,Elesa’s Sparkle,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-275-elesas_sparkle.jpg,4.0,6.07,57.68
09083bd8-3202-4fc8-938c-387ed7a01ac6,Schoolboy,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-276-schoolboy.jpg,2.5,3.58,96.95
64e5978a-1296-4b2c-ae1d-517d614357dc,Schoolgirl,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-277-schoolgirl.jpg,2.96,4.02,43.2
7d748496-9cfa-440c-a39b-3abedd52d123,Shauna,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-278-shauna.jpg,3.79,5.07,18.98
92a52f1e-65bc-4601-8c4f-9a1d4655943d,Sidney,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-279-sidney.jpg,2.84,4.04,42.1
99fc98c8-233a-433c-9546-b92e055a902b,Flaaffy,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-280-flaaffy.jpg,4.99,7.39,61.6
fdd9ed2a-a955-4f9b-9040-b7c118087324,Power Tablet,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-281-power_tablet.jpg,1.4,1.87,20.0
5e0359fc-38a4-4ec3-9e4a-e5b02adb9689,Training Court,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-282-training_court.jpg,1.99,2.58,30.0
63032527-ccc9-4411-a872-f99f88ec4196,Grass Energy,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-283-grass_energy.jpg,9.98,11.34,77.64
84dc30f9-b181-4b5e-9859-8c546559977d,Fire Energy,Sword & Shield,Fusion Strike (FST),https://pkmncards.com/wp-content/uploads/en_US-SWSH8-284-fire_energy.jpg,5.0,6.42,40.0
a5204fba-fbe7-4074-910c-c3d253d7155f,Ho-Oh,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-001-ho_oh.jpg,0.03,0.13,35.0
37b5da91-ab25-49a2-aad7-fcac901aa1f0,Reshiram,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-002-reshiram.jpg,0.01,0.32,5.99
f1da3627-a05a-47be-90bc-11d4eadc542a,Kyogre,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-003-kyogre.jpg,0.05,0.34,10.0
e16809db-edc1-4395-b3cd-2a6cac4bfc02,Palkia,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-004-palkia.jpg,0.03,0.25,10.0
56510b24-92a0-47ca-87a9-5ea071bbe28a,Pikachu,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-005-pikachu.jpg,3.0,6.12,1000.0
11a4fc27-30a8-4e32-a453-8ef73309e105,Flying Pikachu V,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-006-flying_pikachu_v.jpg,3.0,4.65,49.99
2fb818e4-a485-4b5d-9770-417feeee8eee,Flying Pikachu VMAX,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-007-flying_pikachu_vmax.jpg,6.0,7.61,1000.0
03aece69-a611-4e68-a9b7-56366345a478,Surfing Pikachu V,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-008-surfing_pikachu_v.jpg,3.44,4.73,125.0
73e27c5e-17ab-4ba9-914a-e63ccf14d9c5,Surfing Pikachu VMAX,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-009-surfing_pikachu_vmax.jpg,6.0,6.9,100.0
b4efdea4-1d92-4d4d-ab86-b3cc0c31b67f,Zekrom,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-010-zekrom.jpg,0.01,0.38,14.99
329716bd-9ac2-4ead-baa0-1568fb1932c5,Mew,Sword & Shield,Celebrations (CEL),https://pkmncards.com/wp-content/uploads/en_US-Ann25th-011-mew.jpg,2.0,4.03,29.4
